"title","lyrics","sheet_url","moment"
"Consolai o meu povo","46 |
Isaías 40,1-11
A. CONSOLAI O MEU POVO
E FALAI AO CORAÇÃO DE JERUSALÉM
E DIZEI-LHE QUE SE ACABA
A SUA ESCRAVIDÃO.
S. Eh! Uma voz no deserto grita:
“Preparai o caminho, a senda ao Senhor.”
A. PORQUE O SENHOR VEM COM POTÊNCIA,
TRAZ CONSIGO O PRÉMIO;
COMO O PASTOR JUNTA O SEU REBANHO,
LEVA O CORDEIRINHO NOS BRAÇOS.
S. Comoo pastor leva com cuidado
as ovelhas que vão ser mães.
Como o pastor leva sobre os ombros
a ovelha perdida.
A. CONSOLAI O MEU POVO...
46","https://media.ressuscitou.pt/book/consolai_o_meu_povo.png","Branco|Final|Entrada|Paz|Advento"
"Cordeiro de Deus","208
S. Cordeiro de Deus, S. Agnus Dei,
que tirais o pecado do mundo, qui tollis peccata mundi,
tende piedade de nós. miserere nobis.
A. CORDEIRO DE DEUS, A. AGNUS DEI,
QUE TIRAIS O PECADO DO MUNDO, QUI TOLLIS PECCATA MUNDI,
TENDE PIEDADE DE NÓS. MISERERE NOBIS.
A. CORDEIRO DE DEUS A. AGNUS DEI,
QUE TIRAIS O PECADO DO MUNDO, QUI TOLLIS PECCATA MUNDI,
DAI-NOS A PAZ, DONA NOBIS PACEM,
DAI-NOS A PAZ. DONA NOBIS PACEM.
208","https://media.ressuscitou.pt/book/cordeiro_de_deus.png","Fração do Pão|Liturgia"
"Credo","ER 303
Símbolo Apostólico
A. CREIO EM DEUS PAI TODO-PODEROSO,
CRIADOR DO CÉU E DA TERRA.
CREIO EM JESUS CRISTO, SEU ÚNICO FILHO, NOSSO SENHOR,
QUE FOI CONCEBIDO PELO PODER DO ESPÍRITO SANTO;
Re
NASCEU DA VIRGEM MARIA.
PADECEU SOB PÔNCIO PILATOS,
FOI CRUCIFICADO, MORTO E SEPULTADO,
DESCEU AOS INFERNOS;
Fai Em Ra ar [4 -=
AO TERCEIRO DIA RESSUSCITOU, RESSUSCITOU DOS MORTOS:
SUBIU AOS CÉUS; ESTÁ SENTADO À DIREITA DE DEUS PAI TODO-PODEROSO,
DE ONDE HÁ-DE VIR A JULGAR OS VIVOS E OS MORTOS.
CREIO NO ESPÍRITO SANTO,
NA SANTA IGREJA CATÓLICA,
NA COMUNHÃO DOS SANTOS,
De
NA REMISSÃO DOS PECADOS,
Faia [pio
NA RESSURREIÇÃO DA CARNE,
NA VIDA ETERNA.
AMEN.
303","https://media.ressuscitou.pt/book/credo.png","Azul"
"Cristo é a luz","47
Hino
S. Cristo é a Luz. S. Cristo é a Vida.
A. CRISTO É A LUZ. A. CRISTO É A VIDA.
S. Cristo é a Luz. S. Cristo é a Vida.
A. CRISTO É A LUZ. A. CRISTO É A VIDA.
ELE É A SALVAÇÃO. ELE É A SALVAÇÃO.
S. Cristo é o Caminho. S. Cristo é a Luz.
A. CRISTO É O CAMINHO. A. CRISTO É O CAMINHO.
S. Cristo é o Caminho. S. Cristo é a Verdade.
A. CRISTO É O CAMINHO. A. CRISTO É A VIDA.
ELE É A SALVAÇÃO. ELE É A SALVAÇÃO.
S. Cristo é a Verdade.
A. CRISTO É A VERDADE.
S. Cristo é a Verdade.
A. CRISTO É A VERDADE.
ELE É A SALVAÇÃO.
47","https://media.ressuscitou.pt/book/cristo_e_a_luz.png","Branco|Entrada"
"Cântico de Moisés","Sp q à |
Exodo 15, 1-18
S. Cantemos ao Senhor, cantemos ao Senhor, S. O inimigo tinha dito: “Perseguirei e alcançarei,
que Se cobriu de glória, de glória, de glória, desembainharei a espada, saciarei a minha alma,
precipitou no mar cavalo e cavaleiro. a minha mão os matará.”
. A. PRECIPITOU... MINHA... PRECIPITOU...
A. MINHA FORÇA E MEU CANTAR
É O SENHOR, S. Mandaste o teu sopro, e o mar os sepultou.
ELE É A MINHA SALVAÇÃO, , Afundaram-se como chumbo nas águas profundas,
É O MEU DEUS: EU O EXALTAREI. nas águas da morte.
A. PRECIPITOU... MINHA... PRECIPITOU...
PRECIPITOU NO MAR
CAVALO E CAVALEIRO, S. Quem é como Tu, Senhor,
CAVALO E CAVALEIRO. glorioso em santidade, terrível em prodígios,
autor de maravilhas, autor de maravilhas?
S. O Senhor é um guerreiro: o seu nome é Javé. A. PRECIPITOU... MINHA... PRECIPITOU...
Os carros do Faraó, todo o seu exército, no
precipitou no mar. S. Resgatas o teu povo e o levas à tua casa.
A. PRECIPITOU... MINHA... PRECIPITOU... Os príncipes do mundo estremecem de medo
à passagem de Jacob.
S. Atua dextra poderosa, gloriosa pela força, A. PRECIPITOU... MINHA... PRECIPITOU...
a tua dextra, ó Senhor, esmaga o inimigo, l
esmaga o inimigo. S. Tuolevas e o plantas no teu lugar sagrado,
A. PRECIPITOU... MINHA... PRECIPITOU... sobre o teu monte santo,
no santuário que tuas mãos prepararam.
A. PRECIPITOU... MINHA... PRECIPITOU...
36","https://media.ressuscitou.pt/book/cantico_de_moises.png","Branco|Páscoa - Pentecostes"
"Cântico dos três jovens","| 37
Li Í a
Daniel 3, 57-88
S. Obras do Senhor, S. A. Montes e colinas, BENDIZELI...
A. BENDIZEI O SENHOR. Tudo o que germina na terra, BENDIZELI...
s L Ii o Fontes, BENDIZEI...
* onvale Mares e rios, BENDIZELI...
A. E EXALTAI-O PARA SEMPRE.
Monstros e animais marinhos, BENDIZEI...

S.A. Céus, BENDIZEL... Aves do céu, BENDIZEI...

Anjos do Senhor, BENDIZEI...

Animais e rebanhos, BENDIZEI...

Águas que estais sobre os céus, BENDIZEI... Homens, BENDIZEI...

Poderes todos do Senhor, BENDIZELI...

Sol e lua, BENDIZELI... S. Bendiga Israel o Senhor,

Estrelas do céu, BENDIZEI... A. LOUVE-O E EXALTE-O PARA SEMPRE.

Chuvas e orvalhos, BENDIZEL... S.A. Sacerdotes do Senhor, BENDIZEL...

Todos os ventos, BENDIZEL... Servos do Senhor, BENDIZEL...

Fogo e calor, BENDIZEI... Espíritos e almas dos justos, BENDIZELI...

Frio e geada, BENDIZEI... Santos e humildes de coração, BENDIZEI...

Orvalhos e gelos, BENDIZEI... Ananias, Azarias, Misael, BENDIZEI...

Frios e aragens, BENDIZEI...

Gelos e neves, BENDIZEI... S. —Louvai-O

Luz e trevas, BENDIZEI... gas SERREo Us

Relâmpagos e nuvens, BENDIZEI...

S. Bendigamos o Pai, o Filho e o Espírito Santo;
. A. Louvemo-l'O e exaltemo-l""O para sempre.
9. Bendiga a terra o Senhor, S. Bendito sejais, Senhor, no firmamento dos céus.
A. LOUVE-O E EXALTE-O PARA SEMPRE. A. AVóso louvore a glória para sempre.
37","https://media.ressuscitou.pt/book/cantico_dos_tres_jovens.png","Branco|Laudes|Salmodia"
"Dayenú","48 ?
Da liturgia hebraica do Seder Pascal
s. De quantos bens nos encheu o Senhor. (BIS A) A. ISSO NOS TERIA BASTADO...
De quantos bens nos encheu o Senhor. (BIS A)
, S. Se tivesse afundado os nossos opressores
Se Cristo nos tivesse feito sair do Egipto e não nos tivesse aberto um caminho no deserto,
e não tivesse feito justiça contra o faraó, A. ISSO NOS TERIA BASTADO...

A. ISSO NOS TERIA BASTADO, S. Se nos tivesse aberto um caminho no deserto
NOS TERIA BASTADO, e não nos tivesse alimentado com o pão da vida,
DAYENÚ, DAYENÚ, DAYENÚ. A. ISSO NOS TERIA BASTADO...

S. Se tivesse feito justiça contra o Faraó S. Se nos tivesse alimentado com o pão da vida
e não nos tivesse libertado de todos os ídolos, e não nos tivesse dado o dia do Senhor,

A. ISSO NOS TERIA BASTADO... A. ISSO NOS TERIA BASTADO...

| | ;

S. Se nos tivesse libertado de todos os ídolos S. Se nos tivesse dado o dia do Senhor
e não nos tivesse dado as suas riquezas, e não tivesse feito connosco a Nova Aliança,

A. ISSO NOS TERIA BASTADO... A. ISSO NOS TERIA BASTADO...

S. Se nos tivesse entregue as suas riquezas S. Se tivesse feito connosco a Nova Aliança
e não tivesse aberto o mar para nós, e não nos tivesse feito entrar na Igreja,

A. ISSO NOS TERIA BASTADO... A. ISSO NOS TERIA BASTADO...

S. Se tivesse aberto o mar para nós S. Se nos tivesse feito entrar na Igreja
e não tivesse afundado os nossos opressores, e não tivesse construído em nós o seu templo,

48

49
A. ISSO NOS TERIA BASTADO... S. que nos deu a Nova Albrica: (BIS A)
| que nos fez entrar na Igreja, (BIS A)
S. Se tivesse construído em nós o seu templo que construiu em nós o seu templo, (BIS A)
e não o tivesse enchido do seu Santo Espírito,
A. ISSO NOS TERIA BASTADO... e o encheu do seu Santo Espírito
| no perdão dos pecados.
S. Tanto mais devemos dar graças ao Senhor.
A. TANTO MAIS DEVEMOS S. Cristo, nossa Páscoa, está ressuscitado.
DAR GRAÇAS AO SENHOR. | A. CRISTO, NOSSA PÁSCOA,
S. Tanto mais devemos dar graças ao Senhor. ESTÁ RESSUSCITADO.
A. TANTO MAIS DEVEMOS
DAR GRAÇAS AO SENHOR. S. Cristo, nossa Páscoa, está ressuscitado.
| A. CRISTO, NOSSA PÁSCOA,
S. Que nos fez sair do Egipto, (BIS A) ESTÁ RESSUSCITADO.
que fez justiça contra o Faraó, (BIS A) |
que nos libertou dos nossos inimigos: (BIS A) S. Aleluia, aleluia.
| A. ALELUIA, ALELUIA.
que nos entregou as suas riquezas, (BIS A)
que abriu o mar para nós, (BIS A) S. Aleluia, aleluia, aleluia.
que afundou os nossos opressores; (BIS A) A. ALELUIA, ALELUIA, ALELUIA.
que nos abriu um caminho no deserto, (BIS A) S. Aleluia, aleluia, aleluia. |
que nos alimentou com o pão da vida, (BIS A) A. ALELUIA, ALELUIA, ALELUIA.
que nos deu o Dia do Senhor; (BIS A)
49","https://media.ressuscitou.pt/book/dayenu-1.png","Branco|Final|Páscoa - Pentecostes|Paz"
"De profundis","50 |
Salmo 130 (129)
Travessão: 3.º trasto
S. Do profundo a Ti grito, Senhor! S. Porque só no Senhor está o amor, | (BIS A)
Senhor, escuta a minha voz! (BIS A) só n'Ele se encontra o perdão.
|
Estejam teus ouvidos atentos
à voz da minha súplica! S. O Senhor redime Israel,
A. O SENHOR REDIME ISRAEL,
S. Se tens em conta os pecados, Senhor, DE TODOS OS SEUS PECADOS.
quem se salvará? Quem se salvará?
o S. O Senhor redime Israel,
S. Mas perto de Ti está o perdão, | (BIS A) A. O SENHOR REDIME ISRAEL,
só em Ti se encontra o amor. DE TODOS OS SEUS PECADOS.
S. Eu espero no Senhor, S. Aiaiaiai, ai ai ai ai,
a minha alma espera na sua Palavra. ai ai ai ai, ai ai ai ai!
A minha alma aguarda o Senhor,
mais do que a sentinela a aurora.
Israel espera o Senhor,
mais do que a sentinela espera a aurora.
50","https://media.ressuscitou.pt/book/de_profundis.png","Branco|Penitencial"
"Deus sobe entre aclamações","| 51
| Salmo 47 (46) |
A. DEUS SOBE ENTRE ACLAMAÇÕES,
AO CLANGOR DA TROMBETA.
DEUS SOBE ENTRE ACLAMAÇÕES,
AO CLANGOR DA TROMBETA.
S. Povos todos, batei palmas!
A. POVOS TODOS, BATEI PALMAS!
POVOS TODOS, BATEI PALMAS!
POVOS TODOS, BATEI PALMAS!
DEUS SOBE ENTRE ACLAMAÇÕES...
S. Cantai a Deus, cantai!
A. CANTAI A DEUS, CANTAI!
CANTAI A DEUS, CANTAI!
CANTAI A DEUS, CANTAI!
DEUS SOBE ENTRE ACLAMAÇÕES...
51","https://media.ressuscitou.pt/book/deus_sobe_entre_aclamacoes.png","Branco|Páscoa - Pentecostes"
"Dia de repouso","52 |
João 8, 52
S. Se alguém guardar a minha palavra,
não provará a morte, não!
A. TU ES O UNICO,
O ÚNICO COM ALEGRIA.
QUEM É COMO O SENHOR?
S. Coroa de salvação.
A. MEMORIAL DE ALEGRIA.
DIA DE REPOUSO E DE SANTIDADE
DESTE AO TEU POVO. (BIS)
DIA DE REPOUSO E DE SANTIDADE
DESTE AO TEU POVO.
S. Abraão viu este dia
A. E EM ISAAC SE ALEGROU.
S. Jacob e seus filhos nele descansaram.
A. JACOB E SEUS FILHOS NELE DESCANSARAM.
A. DIA DE REPOUSO...
52","https://media.ressuscitou.pt/book/dia_de_repouso.png","Branco|Final"
"Diante dos anjos","| 53
Salmo 138 (137)
Travessão: 4.º trasto
A. DIANTE DOS ANJOS, S. Excelso é o Senhor, que repara no humilde,
PARA TI EU CANTAREI, SENHOR, conhece o soberbo, e olha-o de longe.
DIANTE DOS ANJOS, Quando eu caminho no meio da angústia,
PARA TI SALMODIAREI, estende a sua mão e a sua direita me salva.
DAREI GRAÇAS AO TEU NOME,
PARA TI SALMODIAREI. A. DIANTE DOS ANJOS...
S. Dou-Te graças, Senhor, de todo o coração, S. O Senhor completará em mim o que começou,
| | j
as tuas promessas superaram a tua fama. porque é eterno o seu amor.
Quando Te invoquei, Tu me escutaste, Não abandona a obra das suas mãos.
deste força e vigor à minha alma. Senhor, não nos abandones!
A. DIANTE DOS ANJOS... A. DIANTE DOS ANJOS...
S. Louvar-Te-ão, Senhor, todos os reis da terra,
ao escutarem as palavras da tua boca.
Cantarão no caminho do Senhor
e dirão: que grande é o teu amor!
A. DIANTE DOS ANJOS...
53","https://media.ressuscitou.pt/book/diante_dos_anjos.png","Branco|Laudes"
"Digno és de tomar o livro","54 a
“Apocalipse 5, 9ss

S. Digno és de tomar o livro S. Digno és, Cordeiro degolado,
e de abrir os seus selos, de receber o poder, a riqueza e a glória,
porque Tu foste imolado | a sabedoria, a honra e o louvor, |
e compraste com o teu sangue porque compraste com o teu sangue
homens de toda a tribo, homens de toda a tribo,
língua, povo e nação. língua, povo e nação.

A. E FIZESTE DELES, A. E FIZESTE DELES...
PARA O NOSSO DEUS,
UM REINO DE SACERDOTES,
QUE REINAM, QUE REINAM
SOBRE A TERRA.

S. Digno és, Cordeiro imolado,
de tomar o livro
e de abrir os seus selos, Ê
porque compraste com o teu sangue
homens de toda a tribo,
língua, povo e nação.

A. E FIZESTE DELES...

54","https://media.ressuscitou.pt/book/digno_es_de_tomar_o_livro.png","Branco|Laudes"
"Diz o Senhor ao meu Senhor","| 55
Salmo 110 (109)
A. DIZ O SENHOR AO MEU SENHOR: S. O Senhor jurou e não se arrependerá:
“SENTA-TE À MINHA DIREITA, “Tu és sacerdote para sempre,
ATÉ QUE EU PONHA OS TEUS INIMIGOS segundo a ordem de Melquisedec,
coMo ESCABELO DE TEUS PÉS, segundo a ordem de Melquisedec.”
DEBAIXO DE TEUS PÉS,
DEBAIXO DE TEUS PÉS.” O Senhor à tua direita,
esmagará os teus inimigos,
S. O ceptro do teu poder tu julgarás os povos,
estende o Senhor desde Sião: sentenciarás as nações.
Domina no meio dos teus inimigos,
domina no meio dos teus inimigos. No caminho bebe da forreria
| e levanta a cabeça,
Desde o seio da aurora, levanta a cabeça,
como orvalho, Eu te gerei levanta a cabeça.
antes da aurora, | |
como orvalho, Eu te gerei. A. DIZ O SENHOR AO MEU SENHOR...
A. DIZ O SENHOR AO MEU SENHOR...
55","https://media.ressuscitou.pt/book/diz_o_senhor_ao_meu_senhor.png","Branco|Laudes"
"Dizei aos de coração cansado","56 ei
Isaías 35, 4ss
S. Dizei aos de coração cansado, S. Todos os pobres, cegos e coxos,
dizei, dizei aos pobres: os afastados do Senhor.
“Ânimo, não temais! A. TODOS OS POBRES, CEGOS E COXOS,
O vosso Deus vem salvar-vos.” OS AFASTADOS DO SENHOR.
Já se abrem os olhos aos cegos, S. Os pecadores!
já se abrem os ouvidos aos surdos.
O coxo salta como um veado, A. E CANTARÃO: “FELICIDADE”!
grita de alegria a língua do mudo. E CANTARÃO: “FELICIDADE”!
A. POIS SE ABRIRÁ UM CAMINHO, ALELUIA, ALELUIA.
UM CAMINHO DE SALVAÇÃO. ALELUIA, ALELUIA.
UMA SENDA, UMA VIA ALELUIA, ALELUIA.
PARA OS POBRES. ALELUIA, ALELUIA.
S. E por ela voltarão
os resgatados do Senhor.
A. E POR ELA VOLTARÃO
OS RESGATADOS DO SENHOR.
56","https://media.ressuscitou.pt/book/dizei_aos_de_coracao_cansado.png","Branco|Penitencial|Entrada"
"Dois anjos se encontraram","57
Cântico das crianças
De estrofe para estrofe, sobe-se meio tom
S. Dois anjos se encontraram,
e um perguntou ao outro:
“Onde, onde
está a Glória de Deus?”
A. “ONDE, ONDE
ESTÁ A GLÓRIA DE DEUS?”
S. Em bendizê-lo,
em bendizê-lo,
em bendizê-Lo
o outro lhe respondeu.
A. EM BENDIZÊ-LO,
EM BENDIZÊ-LO,
EM BENDIZÊ-LO
ESTÁ A GLÓRIA DE DEUS.
57","https://media.ressuscitou.pt/book/dois_anjos_se_encontraram.png","Branco|Paz"
"Débora","304 qa
Juízes 5

S. Quando Israel reúne a assembleia, S. Quando saías de Seir, Javé, meu Deus,
quando o povo se oferece voluntário, quando avançavas pelos campos de Edom,
o E tremeu a terra, estremeceu o céu,

A. BENDIZEI A JAVÉ, e as nuvens em água se fundiram.
BENDIZEI A JAVÉ; Diante de Ti, os montes se derreteram,
BENDIZEI A JAVÉ, | diante de Ti, Deus de Israel.

A JAVÉ QUERO CANTAR.

DESPERTA, DÉBORA, S. Do alto dos céus lutaram as estrelas,
DESPERTA, DÉBORA, A. DO ALTO DOS CÉUS

E ENTOA UM CANTAR. LUTARAM AS ESTRELAS.
DESPERTA, DÉBORA,

DESPERTA, DÉBORA. S. Do alto dos céus lutaram contra Sísara.
AVANTE, BARAC! A. DO ALTO DOS CÉUS

o LUTARAM CONTRA SÍSARA.

S. Nos dias de Sangar, filho de Anat,
nos dias de Jael, S. Atorrente Quison,
já não havia caravanas, a torrente sagrada, os arrastou.
não se podia andar pelos caminhos, º
porque Israel tinha procurado outros deuses, A. BENDIZEI A JAVÉ...

a guerra estava às suas portas
e não havia um guerreiro em Israel,
não se encontrava uma lança entre dez mil.
A. BENDIZEIA JAVÉ...
304","https://media.ressuscitou.pt/book/debora.png","Virgem Maria|Advento|Azul"
"Eis o meu servo","59
Primeiro cântico do servo de Javé - Isaías 42
S. Eis o meu servo, a quem elegi.
Eis o meu servo, a quem elegi.
O meu amado, em quem minh'alma se compraz,
O meu amado a quem elegi.
Farei repousar o meu espírito sobre Ele,
e anunciará a justiça às nações,
e anunciará a justiça às nações.
Não discutirá nem gritará,
não fará ouvir a sua voz
pelas praças.
A. ACANA RACHADA, NÃO A QUEBRARÁ,
A TORCIDA QUE FUMEGA, NÃO A APAGARÁ,
ATÉ FAZER TRIUNFAR A JUSTIÇA,
ATÉ FAZER TRIUNFAR A JUSTIÇA.
S. Eemseu nome, e em seu nome
porão as nações sua esperança.
59","https://media.ressuscitou.pt/book/eis_o_meu_servo.png","Branco|Fração do Pão"
"Eis que o nosso espelho é o Senhor","CC QdeXIlde Salomão. no

S. Eis que o nosso espelho é o Senhor!

Abri Os vossos olhos e mirai-vos n'Ele,

e aprendei como é a vossa imagem.
A. ALELUIA, ALELUIA, ALELUIA.
S. Aleluia, aleluia, aleluia.

(BIS)

A. DAI GLÓRIA AO SEU ESPÍRITO,

DAI GLÓRIA AO SEU ESPÍRITO.
S. E limpai a imundície do vosso rosto,

amai a sua santidade e revesti-vos,

e sereis sempre imaculados diante d'Ele.
A. ALELUIA, ALELUIA, ALELUIA.
S. Aleluia, aleluia, aleluia.

(BIS)

A. DAI GLÓRIA AO SEU ESPÍRITO,

DAI GLÓRIA AO SEU ESPÍRITO.

Er
A. DAI GLÓRIA AO SEU ESPÍRITO.
305","https://media.ressuscitou.pt/book/eis_que_o_nosso_espelho_e_o_senhor.png","Penitencial|Laudes|Páscoa - Pentecostes|Azul"
"Eis que venho em breve","60
Apocalipse 22, 12-16
S. Eis, que venho em breve,
e comigo a recompensa,
para dar a cada um
segundo as suas obras.
Eu sou o alfa e o ómega,
O primeiro e o último,
o primeiro e o último,
o princípio e o fim.
A. BEM-AVENTURADOS
OS QUE LAVAM SUAS TÚNICAS,
I
PARA TEREM DIREITO
À ÁRVORE DA VIDA.
S. Eusoua raiz e a linhagem de David,
a estrela da madrugada.
A. BEM-AVENTURADOS...
60","https://media.ressuscitou.pt/book/eis_que_venho_em_breve.png","Branco|Advento"
"Eli, Eli","62 |
Salmo 22 (21)

A. ELI, ELI LAMA SABACTANI? Sim, Tu me amas! Sim, Tu me queres!
MEU DEUS, MEU DEUS, No seio de minha mãe Tu me formaste,
PORQUE ME ABANDONASTE? quando ela me deu à luz já me entregou a Ti,

o já desde o ventre de minha mãe

S. Que longe Te sinto dos meus gritos! Tu eras o meu Deus.

De dia clamo e não me respondes,
de noite grito e não há repouso para mim. A. EL, ELI LAMA SABACTANI...
Mas Tu és o Santo, S. Rodeiam-me touros em manada,
Tu que vives no meio do meu povo! cercam-me os touros de Basã,
A Ti clamaram nossos pais e Tu os ajudaste abrem contra mim as suas fauces,
em Ti confiavam e nunca foram confundidos. como leão que despedaça e ruge.
Então a mim, porque não me ajudas?
Acaso não sou um homem? Sou água suja que se derrama,

o todos os meus ossos se desconjuntam;
Sou um verme, vergonha dos homens, o meu coração, como cera,
asco do povo, todos os que me vêem derrete-se nas minhas entranhas,
riem-se de mim, meneiam a cabeça e dizem: o meu paladar está seco como uma telha
“Confiou em Deus, Ele que o livre, e a minha língua está pegada à garganta.
que o salve se tanto diz que o ama!”

A. ELI, ELILAMA SABACTANI...
62

63

S. Mastilhas de cães me rodeiam, Não ocultou de mim o seu rosto,

um bando de malfeitores me acomete, mas ouviu-me quando O invocava.

trespassam as minhas mãos e os meus pés,

podem contar-se todos os meus ossos, Por isso agora sei que os pobres viverão,

olham-me e contemplam-me, os pobres comerão e serão saciados.

repartem entre si as minhas vestes Os que procuram a Javé encontrá-Lo-ão.

e sorteiam a minha túnica. Seu coração, seu coração viverá para sempre!

Mas Tu, meu Deus, não fiques longe. A. ELI, ELILAMA SABACTANL...

Minha força, minha força, vem ajudar-me.

Livra a minha alma da espada, S. Voltarão para o Senhor todos os confins da terra,

livra a minha vida das fauces do leão, hão-de prostrar-se diante d'Ele todos os povos.

livra a minha alma dos chifres dos búfalos. Ele domina todas as nações:

| diante d'Ele virão prostrar-se os grandes da terra,
A. ELI, ELI LAMA SABACTANL... diante d'Ele hão-de inclinar-se
| , todos os que descem ao pó.

S. Anunciarei o teu nome aos meus irmãos,

no meio da assembleia Te louvarei! E eu viverei, viverei por Ele,

Os que amais a Javé, louvai-O, a minha descendência O servirá.

estirpe de Jacob, glorificai a Javé, E narrará às gerações vindouras,

temei-O, povo de Israel. ao povo que vai nascer

dará a conhecer a sua justiça

Porque Ele foi o único e dirá:

que não teve asco deste pobre, “Esta é a obra do Senhor”.

nem desprezou a miséria da minha vida.

63","https://media.ressuscitou.pt/book/eli_eli-1.png","Branco|Penitencial"
"Em uma noite escura","64 |
São João da Cruz

S. Em uma noite escura, | Mas esta me guiava,
com ânsias, em amores inflamada, mais certeira que a luz do meio-dia,
Oh! Ditosa ventura! aonde me esperava
Saí sem ser notada, quem eu p'ra mim sabia,
estando já minha casa sossegada. em parte onde ninguém morar parecia.

A. EM UMA NOITE ESCURA, | Ó noite, que guiaste,
COM ÂNSIAS, EM AMORES INFLAMADA, ó noite amável mais do que a alvorada!
OH! DITOSA VENTURA! Ó noite que juntaste,
SAÍ SEM SER NOTADA, amado com amada,
ESTANDO JÁ MINHA CASA SOSSEGADA. amada no amado transformada!

S. Às escuras e segura, A. NOITE QUE GUIASTE...
pela secreta escada disfarçada
Oh! Ditosa ventura! A. EM UMA NOITE ESCURA...
Em trevas e embuçada,
estando já minha casa sossegada.
Nessa noite ditosa,
em segredo, porque ninguém me via,
nem via eu qualquer coisa,
sem outra luz nem guia,
excepto a que no meu coração ardia.

64","https://media.ressuscitou.pt/book/em_uma_noite_escura.png","Branco|Fração do Pão"
"Esconde-me no oculto da tua tenda","st | 65
| Salmo 27 (26)

A. ESCONDE-ME A. ESCONDE-ME...

NO OCULTO DA TUA TENDA,

SOBRE A TUA ROCHA S. Uma coisa peço a Javé,

LEVANTA-ME. por ela anseio:

habitar na casa de Javé

S. Javé é a minha luz e salvação, todos os dias da minha vida.

a quem hei-de temer?

Javé é o refúgio da minha vida, A. ESCONDE-ME...

de quem hei-de ter medo? Ê

S. Ele me abrigará na sua tenda
A. ESCONDE-ME... no dia de desgraça;
esconder-me-ei no oculto da sua tenda,

S. Quando avançam contra mim os malvados sobre a sua rocha Ele me levantará.

para devorar a minha carne,

são eles, meus inimigos e adversários, A. ESCONDE-ME...

que vacilam e sucumbem.

S. Escuta, Javé, a voz do meu clamor,
A. ESCONDE-ME... tem piedade e responde-me!
Sim, Javé, o teu rosto eu procuro:

S. Ainda que um exército acampe contra mim, não me escondas o teu rosto.

meu coração não teme;

se contra mim travam batalha, A. ESCONDE-ME...

nela estou seguro.

65","https://media.ressuscitou.pt/book/escondeme_no_oculto_da_tua_tenda.png","Branco|Laudes"
"Esperei, esperei no Senhor","66
Travessão: 3.º trasto Salmo 40 (39)
A. ESPEREI, S. meu Deus, quantas maravilhas,
ESPEREI NO SENHOR, quantos prodígios em nosso favor. |
E ELE INCLINOU-SE PARA MIM, Se eu quiser anunciá-los e proclamá-los,
OUVIU O MEU CLAMOR, são tantos que não os posso enumerar.
TIROU-ME DA FOSSA DA MORTE.
A. ESPEREL..
S. Tirou-me do fosso pantanoso,
assentou os meus pés sobre a rocha, S. Não quiseste sacrifícios nem oblações,
e firmou os meus passos por isso abriste o meu ouvido.
num caminho, num caminho de salvação. Não aceitaste vítima pela culpa,
por isso eu disse: |
A. ESPEREL.. “Eis que venho para fazer a tua vontade”.
S. Ele pôs na minha boca um cantar novo, A. NÃO QUISESTE SACRIFÍCIOS...
um louvor, um louvor ao nosso Deus.
Virão muitos e hão-de vê-Lo, A. ESPERELI...
e tantos n'Ele confiarão. ,
S. De mim está escrito no teu livro,
A. ESPEREL.. que eu faça, Senhor, a tua vontade.
Meu Deus, só isso eu quero:
a tua palavra nas minhas entranhas.
A. ESPEREL..
66","https://media.ressuscitou.pt/book/esperei_esperei_no_senhor.png","Branco|Penitencial|Advento"
"Este é o dia em que actuou o Senhor","| | 67
| | Salmo 118 (117)
S. A. Não morrerei, HEI-DE VIVER, S. A. Empurraram-me, EMPURRARAM-ME,
não morrerei, HEI-DE VIVER, empurraram-me, EMPURRARAM-ME,
para cantar OS PRODÍGIOS DO SENHOR. mas o Senhor ME AMPAROU.
Castigou-me, CASTIGOU-ME, S. Escutai: há cânticos de vitória
castigou-me, CASTIGOU-ME, A. NAS TENDAS DOS JUSTOS.
mas não ME DEIXOU NA MORTE. S. Adextra do Senhor é poderosa,
A. É EXCELSA A DEXTRA DO SENHOR.
S.  Daigraças ao Senhor porque Ele é bom.
A. PORQUE É ETERNAA SUA MISERICÓRDIA. S.A. Não morrerei... ...ME DEIXOU NA MORTE.
S.A. Diga a Casa de Israel: É ETERNA... S. —Abri-me as portas do triunfo,
Diga a Casa de Aarão: É ETERNA... A. ENTRAREI PARA DAR GRAÇAS AO SENHOR.
Digam os fiéis do Senhor: É ETERNA... S. Estaéa porta do Senhor,
A. OS VENCEDORES ENTRARÃO POR ELA.
S. Mais vale confiar no Senhor S. A pedra que os construtores rejeitaram
A. DO QUE FIAR-SE NOS HOMENS. A. TORNOU-SE PEDRA ANGULAR.
S. Mais vale apoiar-se no Senhor S. Foi o Senhor quem o fez,
A. DO QUE FIAR-SE NOS INTELIGENTES. A. E É UM MILAGRE PATENTE.
S. Este é o dia que fez o Senhor,
S. A. Rodearam-me, RODEARAM-ME, A. —EXULTEMOS E CANTEMOS DE ALEGRIA.
rodearam-me, RODEARAM-ME:
em nome do Senhor OS REJEITEI. S. A. Não morrerei... ...ME DEIXOU NA MORTE.
67","https://media.ressuscitou.pt/book/este_e_o_dia_em_que_actuou_o_senhor.png","Branco|Salmodia"
